Date,Symbol,Open,High,Low,Close,PrevClose,Volume,Turnover,VWAP,Trades,Daily_Return_%,MA_20,MA_50,Daily_Range,Avg_Price,Daily_Volatility_%,Year,Month,Quarter,Day_of_Week,Is_Weekend,MA_5,MA_200,Golden_Cross,Death_Cross,Return_Category,Volume_MA_20,High_Volume
2006-01-02,TATAMOTORS,657.05,657.05,638.25,639.55,653.4,999319,645039807.05,645.48,,-2.119681665136214,623.5874999999999,566.334,18.799999999999955,644.9499999999999,2.9395668829645776,2006,1,1,Monday,False,650.0999999999999,489.83875,False,False,Moderate_Negative,2624263.2,False
2006-01-03,TATAMOTORS,639.5,649.8,639.5,645.45,639.55,913233,590011538.3,646.07,,0.9225236494410274,627.8349999999999,568.84,10.299999999999955,644.9166666666666,1.5957858858160903,2006,1,1,Tuesday,False,647.28,490.97625,False,False,Neutral,2581203.6,False
2006-01-04,TATAMOTORS,652.5,679.0,649.9,659.2,645.45,1032788,679055575.45,657.5,,2.130296692230227,632.53,572.056,29.100000000000023,662.7,4.414441747572819,2006,1,1,Wednesday,False,650.7299999999999,492.23275,False,False,Moderate_Positive,2565359.75,False
2006-01-05,TATAMOTORS,660.0,662.0,645.0,647.05,659.2,1565923,1020075496.45,651.42,,-1.843143203883509,636.075,575.312,17.0,651.35,2.627308554207558,2006,1,1,Thursday,False,648.9300000000001,493.412,False,False,Neutral,2534886.7,False
2006-01-06,TATAMOTORS,648.5,659.35,638.15,647.1,647.05,1955065,1271194866.9,650.21,,0.007727378100621,638.8375,579.022,21.200000000000045,648.1999999999999,3.2761551537629487,2006,1,1,Friday,False,647.67,494.579,False,False,Neutral,2533914.05,False
2006-01-09,TATAMOTORS,645.0,653.4,642.0,645.45,647.1,845755,547383902.5,647.21,,-0.2549837737598481,639.8325000000001,582.4910000000001,11.399999999999977,646.95,1.7662096211945117,2006,1,1,Monday,False,648.85,495.64025000000004,False,False,Neutral,2305966.6,False
2006-01-10,TATAMOTORS,645.0,648.5,635.0,636.45,645.45,1296768,829966764.0,640.03,,-1.394376016732512,640.8175,585.516,13.5,639.9833333333333,2.1211407023332547,2006,1,1,Tuesday,False,647.05,496.69575,False,False,Neutral,2189769.05,False
2006-01-12,TATAMOTORS,634.0,647.4,622.0,641.95,636.45,1463722,938921874.0,641.46,,0.8641684342839187,642.355,588.74,25.399999999999977,637.1166666666667,3.9566944466079876,2006,1,1,Thursday,False,643.6,497.8735,False,False,Neutral,2169631.5,False
2006-01-13,TATAMOTORS,645.1,656.7,642.0,643.7,641.95,2768546,1798655780.65,649.68,,0.2726069008489757,643.5849999999999,591.752,14.700000000000045,647.4666666666667,2.283672518253852,2006,1,1,Friday,False,642.9300000000001,499.03074999999995,False,False,Neutral,2187044.05,True
2006-01-16,TATAMOTORS,649.5,652.7,638.0,640.95,643.7,1220665,785229390.0,643.28,,-0.427217647972658,644.475,594.5459999999999,14.700000000000045,643.8833333333333,2.293470629534292,2006,1,1,Monday,False,641.7,500.12525,False,False,Neutral,2127856.45,False
2006-01-17,TATAMOTORS,646.0,649.85,621.1,629.4,640.95,1033109,656990080.75,635.93,,-1.8020126374912344,644.3125,597.212,28.75,633.4499999999999,4.567842389577375,2006,1,1,Tuesday,False,638.49,501.15875,False,False,Neutral,2062446.15,False
2006-01-18,TATAMOTORS,627.0,628.0,608.3,617.2,629.4,1610788,994466066.3,617.38,,-1.9383539879249976,643.7975,599.5840000000001,19.700000000000045,617.8333333333334,3.1918340894361705,2006,1,1,Wednesday,False,634.6400000000001,502.15025,False,False,Neutral,1991050.45,False
2006-01-19,TATAMOTORS,625.1,646.0,622.45,641.05,617.2,1133469,716349809.8,632.0,,3.8642255346727,644.0725,602.132,23.549999999999955,636.5,3.6736604009047586,2006,1,1,Thursday,False,634.4599999999999,503.251,False,False,Moderate_Positive,1929731.95,False
2006-01-20,TATAMOTORS,646.0,664.75,640.5,660.9,641.05,1044704,680288538.95,651.18,,3.0964823336713243,645.15,605.077,24.25,655.3833333333333,3.66923891662884,2006,1,1,Friday,False,637.9,504.43399999999997,False,False,Moderate_Positive,1856327.3,False
2006-01-23,TATAMOTORS,657.6,657.6,641.2,644.8,660.9,1472975,954207155.7,647.81,,-2.4360720229989443,645.5350000000001,607.589,16.399999999999977,647.8666666666667,2.5434243176178626,2006,1,1,Monday,False,638.6700000000001,505.6075,False,False,Moderate_Negative,1802037.6,False
2006-01-24,TATAMOTORS,648.0,665.5,646.5,663.55,644.8,1562267,1027428141.45,657.65,,2.90787841191067,645.735,610.241,19.0,658.5166666666667,2.8633863310978827,2006,1,1,Tuesday,False,645.5,506.8215,False,False,Moderate_Positive,1677647.35,False
2006-01-25,TATAMOTORS,668.0,684.0,666.0,675.85,663.55,2046868,1387626332.0,677.93,,1.8536658880265344,646.55,613.139,18.0,675.2833333333333,2.6633128652807576,2006,1,1,Wednesday,False,657.2299999999999,508.12450000000007,False,False,Neutral,1577487.15,True
2006-01-27,TATAMOTORS,679.8,696.9,679.8,690.8,675.85,1296707,895613334.55,690.68,,2.212029296441508,648.9925,616.036,17.100000000000023,689.1666666666666,2.475390851187033,2006,1,1,Friday,False,667.1800000000001,509.41524999999996,False,False,Moderate_Positive,1503766.35,False
2006-01-30,TATAMOTORS,695.0,703.8,684.5,688.15,690.8,1548928,1074764158.85,693.88,,-0.3836132020845364,650.5975000000001,618.8960000000001,19.299999999999955,692.15,2.8046210855191394,2006,1,1,Monday,False,672.6299999999999,510.6585,False,False,Neutral,1402501.55,True
2006-01-31,TATAMOTORS,687.0,711.6,687.0,708.45,688.15,1786360,1253206797.95,701.54,,2.949938240209266,653.35,622.321,24.600000000000023,702.35,3.4723692568282902,2006,1,1,Tuesday,False,685.3599999999999,512.01525,False,False,Moderate_Positive,1429897.95,True
2006-02-01,TATAMOTORS,708.0,722.25,698.0,706.9,708.45,2345544,1669545115.75,711.79,,-0.2187874938245561,656.7175,625.4540000000001,24.25,709.0500000000001,3.430471070872825,2006,2,1,Wednesday,False,694.03,513.32825,False,False,Neutral,1497209.2,True
2006-02-02,TATAMOTORS,709.0,716.9,698.5,706.8,706.9,1815830,1284555246.0,707.42,,-0.0141462724572107,659.7850000000001,628.464,18.399999999999977,707.4,2.6032823995472523,2006,2,1,Thursday,False,700.22,514.69,False,False,Neutral,1542339.05,True
2006-02-03,TATAMOTORS,698.0,734.0,698.0,718.35,706.8,4008897,2899629338.95,723.3,,1.6341256366723358,662.7425,631.357,36.0,716.7833333333333,5.011484652328252,2006,2,1,Friday,False,705.7299999999999,516.116,False,False,Neutral,1691144.5,True
