Date,Symbol,Open,High,Low,Close,PrevClose,Volume,Turnover,VWAP,Trades,Daily_Return_%,MA_20,MA_50,Daily_Range,Avg_Price,Daily_Volatility_%,Year,Month,Quarter,Day_of_Week,Is_Weekend,MA_5,MA_200,Golden_Cross,Death_Cross,Return_Category,Volume_MA_20,High_Volume
2018-01-01,TATAMOTORS,430.95,436.4,422.25,424.45,431.85,6807536,2930582407.65,430.49,58464.0,-1.7135579483617076,413.71000000000004,420.602,14.149999999999977,427.7,3.333725998350802,2018,1,1,Monday,False,423.96000000000004,431.1355,False,False,Neutral,6381599.6,True
2018-01-02,TATAMOTORS,428.85,440.85,422.0,439.3,424.45,15331261,6644793062.45,433.41,139880.0,3.4986453056897218,415.5625,420.949,18.850000000000023,434.05,4.290917368540866,2018,1,1,Tuesday,False,427.33000000000004,431.0325,False,False,Moderate_Positive,6790935.55,True
2018-01-03,TATAMOTORS,440.4,441.4,431.95,433.9,439.3,9794953,4261434556.8,435.06,89076.0,-1.2292283177782914,417.40500000000003,421.23900000000003,9.449999999999989,435.75,2.177921179995388,2018,1,1,Wednesday,False,429.62,430.9025,False,False,Neutral,7001984.8,True
2018-01-04,TATAMOTORS,430.0,433.3,425.75,429.95,433.9,8395377,3606286650.9,429.56,79502.0,-0.9103480064530972,418.80249999999995,421.24,7.550000000000011,429.6666666666667,1.75601814164438,2018,1,1,Thursday,False,431.89,430.68775,False,False,Neutral,7021810.5,True
2018-01-05,TATAMOTORS,431.25,436.35,429.8,431.6,429.95,7021611,3039780583.45,432.92,69031.0,0.3837655541342096,419.825,421.14099999999996,6.550000000000011,432.5833333333333,1.517608897126972,2018,1,1,Friday,False,431.84,430.49375,False,False,Neutral,6758443.75,True
2018-01-08,TATAMOTORS,432.0,436.2,431.65,433.55,431.6,4635214,2011329512.0,433.92,52542.0,0.45180722891566,420.995,421.244,4.550000000000011,433.79999999999995,1.0494752623688182,2018,1,1,Monday,False,433.66,430.33775,False,False,Neutral,6736892.35,False
2018-01-09,TATAMOTORS,434.25,443.5,433.0,437.55,433.55,12629045,5543644039.95,438.96,145372.0,0.9226156152692884,422.53000000000003,421.24,10.5,438.01666666666665,2.3997257456290706,2018,1,1,Tuesday,False,433.31000000000006,430.1635,False,False,Neutral,7060784.75,True
2018-01-10,TATAMOTORS,438.0,439.3,431.3,433.3,437.55,4702579,2044492976.95,434.76,44185.0,-0.9713175637070048,424.0975,421.208,8.0,434.6333333333334,1.8462958689129931,2018,1,1,Wednesday,False,433.19000000000005,429.9847500000001,False,False,Neutral,7038879.25,False
2018-01-11,TATAMOTORS,433.5,437.6,432.9,434.75,433.3,4565005,1988689448.15,435.64,54034.0,0.3346411262404774,425.715,420.949,4.7000000000000455,435.0833333333333,1.0810810810810916,2018,1,1,Thursday,False,434.15,429.8165,False,False,Neutral,7033428.2,False
2018-01-12,TATAMOTORS,437.0,441.45,432.1,437.1,434.75,7408870,3238108898.3,437.06,77270.0,0.5405405405405458,427.31500000000005,420.43299999999994,9.349999999999966,436.8833333333334,2.139098604438336,2018,1,1,Friday,False,435.25,429.67275,False,False,Neutral,7123166.05,True
